trad,ss01,ss02,ss03,ss04,ss05,ss06,ss07
贖,贖.kmt,赎,赎.sgp,赎.sgp,赎,赎,赎
贗,,赝,,赝,赝,赝,赝
贛,,赣,,赣,赣,干,赣
贝,,,,,,,
贞,,,,,,,
负,,,,,,,
贡,,,,,,,
财,,,,,,,
责,,,,,,,
贤,,,,,,,
败,,,,,,,
账,,,,,帐,帐,
货,,,,,,,
质,,,,,,,
贩,,,,,,,
贪,,,,,,,
贫,,,,,,,
贬,,,,,,,
购,,,,,,,
贮,,,,,,㑁,
贯,,,,,,,
贰,,,,,弍,弍,
贱,,,,,,,
贲,,,,,,,
贳,,,,,,,
贴,,,,,,,
贵,,,,,,,
贶,,,,,,,
贷,,,,,,,
贸,,,,,,贸.er2,
费,,,,,,弗,
贺,,,,,,,
贻,,,,,,,
贼,,,,,,,
贽,,,,,,,
贾,,,,,,,
贿,,,,,,,
赀,,,,,,,
赁,,,,,,,
赂,,,,,,,
赃,,,,,,,
资,,,,,,,
赅,,,,,,赅.er2,
赆,,,,,,,
赇,,,,,,,
赈,,,,,,,
赉,,,,,,,
赊,,,,,,,
赋,,,,,,,
赌,,,,,,,
赍,,,,,,,
赎,,,,,,,
赏,,,,,,,
赐,,,,,赐.er1,赐.er1,
赑,,,,,,,
赒,,,,,,,
赓,,,,,,,
赔,,,,,,,
赕,,,,,,,
赖,,,,,,,
赗,,,,,,,
赘,,,,,,,
赙,,,,,,,
赚,,,,,,赚.er2,
赛,,,,,,,
赜,,,,,,,
赝,,,,,,,
赞,,,,,,,
赟,,,,,,,
赠,,,,,,,
赡,,,,,,,
赢,,,,,,盈.er2,
赣,,,,,,干,
赤,,,,,,,
赦,,,,,,,
赧,,,,,,,
赪,,,,,,,
赫,,,,,,,
赬,,赪,,赪,赪,赪,赪
赭,,,,,,,
走,,,,,,,
赳,,,,,,,
赴,,,,,,,
赵,,,,,,,
赶,,,,,,,
起,,,,,,,
趁,,,,,,,
趄,,,,,,,
超,,,,,,,
越,,,,,,迌,
趋,,,,,,,
趑,,,,,,,
趔,,,,,,,
趕,赶,赶,赶,赶,赶,赶,赶
趙,赵.kmt,赵,赵,赵,赵,赵,赵
趟,,,,,,,
趣,,,,,,趣.er2,
趨,趋,趋,趋,趋,趋,趋,趋
趱,,,,,,,
趲,,趱,,趱,趱,趱,趱
足,,,,,,,
趴,,,,,,,
趵,,,,,,,
趸,,,,,,,
趹,,,,,,,
趺,,,,,,,
趼,,,,,,,
趾,,,,,,,
趿,,,,,,,
跃,,,,,,,
跄,,,,,,,
跆,,,,,,,
跋,,,,,,,
跌,,,,,,,
跎,,,,,,,
跏,,,,,,,
跑,,,,,,,
跖,,,,,,,
跗,,,,,,,
跚,,,,,,,
跛,,,,,,,
距,,,,,,,
跞,,,,,,,
跟,,,,,,,
跡,,迹,,迹,迹,迹,迹
跣,,,,,,,
跤,,,,,交,交,
跦,,,,,,,
跨,,,,,,,
跪,,,,,,,
跫,,,,,,,
跬,,,,,,,
路,,,,,,,
跳,,,,,,,
践,,,,,,,
跶,,,,,,达,
跷,,,,,,,
跸,,,,,,,
跹,,,,,,,
跺,,,,,,,
跻,,,,,,,
跼,,,,,,,
跽,,,,,,,
踅,,,,,,,
踉,,,,,,,
踊,,,,,,,
踌,,,,,,,
踏,,,,,,,
踐,,践,践,践,践,践,践
踔,,,,,,,
踝,,,,,,,
踞,,,,,,,
踟,,,,,,,
踡,,,,,,,
踢,,,,,踢.er1,踢.er1,
踣,,,,,,,
踩,,,,,,,
踪,,,,,,,
踫,,,,,,,
踬,,,,,,,
踮,,,,,,,
踯,,,,,,,
踱,,,,,,,
踴,,踊,,踊,踊,踊,踊
踵,,,,,,踵.er2,
踹,,,,,,,
踽,,,,,,,
蹀,,,,,,,
蹁,,,,,,,
蹂,,,,,,,
蹄,,,,,,,
蹇,,,,,,,
蹈,,,,,蹈.er1,蹈.er1,
蹉,,蹉.gbk,,,蹉.gbk,蹉.gbk,蹉.gbk
蹊,,,,,,,
蹋,,,,,,,
蹌,,跄,,跄,跄,跄,跄
蹑,,,,,,蹑.er2,
蹒,,,,,,,
蹓,,,,,,溜.er1,
蹕,,跸,,跸,跸,跸,跸
蹙,,,,,,促,
蹟,,,,,,,
蹠,,跖,,跖,跖,跖,跖
蹣,,蹒,,蹒,蹒,蹒,蹒
蹤,,踪,,踪,踪,踪,踪
蹦,,,,,,,
蹩,,,,,,,
蹬,,,,,,,
蹭,,,,,,,
蹯,,,,,,,
蹰,,,,,,,
蹲,,,,,𧿬,𧿬,
蹴,,,,,,,
蹶,,,,,,趹,
蹺,,跷,,跷,跷,跷,跷
蹼,,,,,,,
蹾,,,,,,敦,
蹿,,,,,,,
躁,,,,,,,
躂,,跶,,跶,跶,达,跶
躅,,,,,,,
躇,,,,,,,
躉,,趸,,趸,趸,趸,趸
躊,,踌,,踌,踌,踌,踌
躋,,跻,,跻,跻,跻,跻
躍,,跃,,跃,跃,跃,跃
躏,,,,,,躏.er2,
躐,,,,,,,
躑,,踯,,踯,踯,踯,踯
躒,,跞,,跞,跞,跞,跞
躓,,踬,,踬,踬,踬,踬
躔,,,,,,,
躕,,蹰,,蹰,蹰,蹰,蹰
躚,,跹,,跹,跹,跹,跹
躜,,,,,,,
躞,,,,,,,
躡,,蹑,,蹑,蹑,蹑.er2,蹑
躥,,蹿,,蹿,蹿,蹿,蹿
躦,,躜,,躜,躜,躜,躜
躪,,躏,,躏,躏,躏.er2,躏
身,,,,,,身.er2,
躬,,,,,,躬.er2,
躯,,,,,,躯.er2,
躲,,,,,,躲.er2,
躺,,,,,,躺.er2,
軀,,躯,躯,躯,躯,躯.er2,躯
車,,车,车,车,车,车,车
軋,,轧,,轧,轧,轧,轧
軌,,轨,轨,轨,轨,轨,轨
軍,,军,军,军,军,军,军
軏,,,,,,,
軑,,轪,,轪,轪,轪,轪
軒,,轩,,轩,轩,轩,轩
軔,,轫,,轫,轫,轫,轫
軛,,轭,,轭,轭,轭,轭
軟,,软,软,软,软,软,软
軫,,轸,,轸,轸,轸,轸
軸,,轴,轴,轴,轴,轴,轴
軹,,轵,,轵,轵,轵,轵
軺,,轺,,轺,轺,轺,轺
軻,,轲,,轲,轲,轲,轲
軼,,轶,,轶,轶,轶,轶
軾,,轼,,轼,轼,轼,轼
較,,较,较,较,较,较,较
輅,,辂,,辂,辂,辂,辂
輇,,辁,,辁,辁,辁,辁
輈,,辀,,辀,辀,辀,辀
載,,载,载,载,载,载,载
輊,,轾,,轾,轾,轾,轾
輒,,辄,,辄,辄,辄,辄
輓,,挽,,挽,挽,挽,挽
輔,,辅,辅,辅,辅,辅,辅
輕,,轻,轻,轻,轻,轻,轻
輛,,辆,辆,辆,辆,辆,辆
輜,,辎,,辎,辎,辎,辎
輝,,辉,辉,辉,辉,辉,辉
輞,,辋,,辋,辋,辋,辋
輟,,辍,,辍,辍,辍,辍
輥,,辊,,辊,辊,辊,辊
輦,,辇,,辇,辇,辇,辇
輩,,辈,辈,辈,辈,辈,辈
輪,,轮,,轮,轮,轮,轮
輬,,辌,,辌,辌,辌,辌
輯,,辑,辑,辑,辑,辑.er2,辑
輳,,辏,,辏,辏,辏,辏
輸,,输,输,输,输.er1,输.er1,输
輻,,辐,,辐,辐,辐,辐
輾,,辗,,辗,展.er1,展.er1,辗
輿,,舆,,舆,舆,舆.er2,舆
轀,,辒,,辒,辒,辒,辒
轂,,毂,,毂,毂,毂,毂
轄,,辖,,辖,辖,辖.er2,辖
轅,,辕,,辕,辕,䡇.er2,辕
轆,,辘,,辘,辘,辘,辘
轉,,转,转,转,转,转,转
轍,,辙,,辙,辙.er1,辙.er1,辙
轎,,轿,轿,轿,轿,轿,轿
轔,,辚,,辚,辚,辚,辚
轟,,轰,轰,轰,轰,轰,轰
轡,,辔,,辔,辔,辔,辔
轢,,轹,,轹,轹,轹,轹
轤,,轳,,轳,轳,轳,轳
车,,,,,,,
轧,,,,,,,
轨,,,,,,,
轩,,,,,,,
轪,,,,,,,
轫,,,,,,,
转,,,,,,,
轭,,,,,,,
轮,,,,,,,
软,,,,,,,
轰,,,,,,,
轲,,,,,,,
轳,,,,,,,
轴,,,,,,,
轵,,,,,,,
轶,,,,,,,
轸,,,,,,,
轹,,,,,,,
轺,,,,,,,
轻,,,,,,,
轼,,,,,,,
载,,,,,,,
轾,,,,,,,
轿,,,,,,,
辀,,,,,,,
辁,,,,,,,
辂,,,,,,,
较,,,,,,,
辄,,,,,,,
辅,,,,,,,
辆,,,,,,,
辇,,,,,,,
辈,,,,,,,
辉,,,,,,,
辊,,,,,,,
辋,,,,,,,
辌,,,,,,,
辍,,,,,,,
辎,,,,,,,
辏,,,,,,,
辐,,,,,,,
辑,,,,,,辑.er2,
辒,,,,,,,
输,,,,,输.er1,输.er1,
辔,,,,,,,
辕,,,,,,䡇.er2,
辖,,,,,,辖.er2,
辗,,,,,展.er1,展.er1,
辘,,,,,,,
辙,,,,,,,
辚,,,,,,,
辛,,,,,,,
辜,,,,,,,
辞,,,,,,,
辟,,,,,,,
辣,,,,,,,
辦,办,办,办,办,办,办,办
辨,,,,,,弁,
辩,,,,,,弁,
辫,,,,,,弁,
辭,辞,辞,辞,辞,辞,辞,辞
辮,,辫,,辫,辫,弁,辫
辯,,辩,,辩,辩,弁,辩
辰,,,,,,,
辱,,,,,,辱.er2,
農,,农,,农,农,农,农
边,,,,,,,
辺,,,,,,,
辽,,,,,,,
达,,,,,,,
迁,,,,,,,
迂,,,,,,,
迄,,,,,,,
迅,,,,,,,
迆,,,,,,,
过,,,,,,,
迈,,,,,,,
迊,,,,,,,
迌,,,,,,,
迎,,,,,迊,迊,
运,,,,,,,
近,,,,,,,
迓,,,,,,,
返,,,,,,,
迕,,,,,,,
还,,,,,,,
这,,,,,,,
进,,,,,,,
远,,,,,,,
违,,,,,,,
连,,,,,,,
迟,,,,,,,
迠,,,,,,,
迢,,,,,,,
迤,,,,,,,
迥,,,,,,,
迦,,,,,,,
迨,,,,,,,
迩,,,,,,,
迪,,,,,,,
迫,,,,,,,
迭,,,,,,,
迮,,,,,,,
述,,,,,,,
迳,,,,,,,
迴,,回,,回,回,回,回
迷,,,,,,,
迸,,,,,,,
迹,,,,,,,
迺,,,,,,,
追,,,,,,,
退,,,,,,,
送,,,,,,,
适,,,,,,,
逃,,,,,,,
逄,,,,,,,
逅,,,,,,,
逆,,,,,,,
选,,,,,,,
逊,,,,,,,
逋,,,,,,,
逍,,,,,,,
透,,,,,,,
逐,,,,,,,
逑,,,,,,,
递,,,,,,递.er2,
途,,,,,,,
逕,,迳,,迳,迳,迳,迳
逖,,,,,,,
逗,,,,,,,
這,这,这,这,这,这,这,这
通,,,,,,,
逛,,,,,,,
逝,,,,,,,
逞,,,,,,,
速,,,,,,,
造,,,,,,,
逡,,,,,,,
逢,,,,,,逢.er2,
連,,连,连,连,连,连,连
逦,,,,,,,
逭,,,,,,,
逮,,,,,,,
逯,,,,,,,
週,,周,,周,周,周,周
進,,进,进,进,进,进,进
逵,,,,,,,
逶,,,,,,,
逸,,,,,,,
逻,,,,,,,
逼,,,,,,,
逾,,,,,,,
遁,,,,,,,
遂,,,,,,,
遄,,,,,,,
遇,,,,,迂,迂,
遊,,游,,游,沋,沋,游
運,,运,运,运,运,运,运
遍,,,,,,,
過,过,过,过,过,过,过,过
遏,,,,,,,
遐,,,,,,,
遑,,,,,,,
遒,,,,,,,
道,,,,,辺,辺,
達,,达,达,达,达,达,达
違,,违,违,违,违,违,违
遗,,,,,,遗.er2,
遘,,,,,,,
遙,,遥,,遥,遥,遥.er2,遥
遛,,,,,溜.er1,溜.er1,
遜,逊,逊,逊,逊,逊,逊,逊
遝,,,,,,,
遞,,递,,递,递,递.er2,递
遠,远,远,远,远,远,远,远
遢,,,,,,,
遣,,,,,,遣.er2,
遥,,,,,,遥.er2,
遨,,,,,,,
適,,适,适,适,适,适,适
遭,,,,,,遭.er2,
遮,,,,,,遮.er2,
遲,遲.kmt,迟,迟,迟,迟,迟,迟
遴,,,,,,,
遵,,,,,,尊.er1,
遷,迁,迁,迁,迁,迁,迁,迁
選,选,选,选,选,选,选,选
遺,,遗,,遗,遗,遗.er2,遗
遼,,辽,,辽,辽,辽,辽
遽,,,,,,,
避,,,,,,避.er2,
邀,,,,,,,
邁,迈,迈,迈,迈,迈,迈,迈
邂,,邂.gbk,,,邂.gbk,邂.gbk,邂.gbk
邃,,,,,,,
還,还,还,还,还,还,还,还
邇,迩,迩,,迩,迩,迩,迩
邈,,,,,,,
邊,边,边,边,边,边,边,边
邋,,,,,,,
邏,逻,逻,逻,逻,逻,逻,逻
邐,,逦,,逦,逦,逦,逦
邑,,,,,,,
邓,,,,,,,
邕,,,,,,,
邗,,,,,,,
邙,,,,,,,
邛,,,,,,,
邝,,,,,,,
邡,,,,,,,
邢,,,,,,,
那,,,,,,,
邦,,,,,,,
邪,,,,,,,
邬,,,,,,,
邮,,,,,,,
邯,,,,,,,
邰,,,,,,,
邱,,,,,,,
邳,,,,,,,
邴,,,,,,,
邵,,,,,,,
邶,,,,,,,
邸,,,,,,,
邹,,,,,,,
邺,,,,,,,
邻,,,,,,,
邾,,,,,,,
郁,,,,,,,
郃,,,,,,,
郅,,,,,,,
郇,,,,,,,
郊,,,,,,,
郎,,,,,,,
郏,,,,,,,
郐,,,,,,,
郑,,,,,,,
郓,,,,,,,
郗,,,,,,,
郛,,,,,,,
郜,,,,,,,
郝,,,,,,,
郟,,郏,,郏,郏,郏,郏
郡,,,,,,,
郢,,,,,,,
郦,,,,,,,
郧,,,,,,,
部,,,,,卩.er1,卩.er1,
郫,,,,,,,
郭,,,,,,,
郯,,,,,,,
郴,,,,,,,
郵,,邮,邮,邮,邮,邮,邮
郸,,,,,,,
都,,,,,,,
郾,,,,,,,
鄂,,,,,,,
鄄,,,,,,,
鄆,,郓,,郓,郓,郓,郓
鄉,,乡,乡,乡,乡,乡,乡
鄒,邹,邹,,邹,邹,邹,邹
鄔,,邬,,邬,邬,邬,邬
鄖,,郧,,郧,郧,郧,郧
鄗,,,,,,,
鄘,,,,,,,
鄙,,,,,,𨚍,
鄞,,,,,,,
鄢,,,,,,,
鄣,,,,,,,
鄧,,邓,,邓,邓,邓,邓
鄭,,郑,郑,郑,郑,郑,郑
鄯,,,,,,,
鄰,,邻,邻,邻,邻,邻,邻
鄱,,,,,,,
鄲,,郸,,郸,郸,郸,郸
鄴,,邺,,邺,邺,邺,邺
鄶,,郐,,郐,郐,郐,郐
鄹,,,,,,,
鄺,,邝,,邝,邝,邝,邝
酂,,,,,,,
酃,,,,,,酃.er2,
酆,,,,,,,
酇,,酂,,酂,酂,酂,酂
酈,,郦,,郦,郦,郦,郦
酉,,,,,,,
酊,,,,,,,
酋,,,,,,,
酌,,,,,,,
配,,,,,,,
酎,,,,,,,
酏,,,,,,,
酐,,,,,,,
酒,,,,,氿,氿,
酔,,,,,,,
酗,,,,,,,
酚,,,,,,,
酝,,,,,,,
酡,,,,,,,
酢,,,,,,,
酣,,,,,,,
酤,,,,,,,
酥,,,,,,,
酦,,,,,,,
酩,,,,,,,
酪,,,,,,,
酬,,,,,,,
酮,,,,,,,
酯,,,,,,,
酰,,,,,,,
酱,,,,,𪧷,𪧷,
酲,,,,,,,
酴,,,,,,,
酵,,,,,,,
酷,,,,,,,
酸,,,,,,夋,
酹,,,,,,,
酽,,,,,,,
酾,,,,,,,
酿,,,,,酿.er1,酿.er1,
醃,,腌,,腌,腌,腌,腌
醅,,,,,,,
醇,,,,,,,
醉,,,,,酔,酔,
醋,,,,,,,
醍,,,,,,,
醐,,,,,,,
醑,,,,,,,
醒,,,,,,,
醚,,,,,,,
醛,,,,,,,
醜,,丑,,丑,丑,丑,丑
醞,,酝,,酝,酝,酝,酝
醢,,,,,,,
醣,,糖,,糖,糖,糖,糖
醪,,,,,,,
醫,医,医,医,医,医,医,医
醬,,酱,,酱,𪧷,𪧷,酱
醭,,,,,,,
醮,,,,,,,
醯,,酰,,酰,酰,酰,酰
醱,,酦,,酦,酦,酦,酦
醴,,,,,,,
醵,,,,,,,
醺,,,,,,,
釀,,酿,酿,酿,酿.er1,酿.er1,酿
釁,衅,衅,衅,衅,衅,衅.er2,衅
釃,,酾,,酾,酾,酾,酾
釅,,酽,,酽,酽,酽,酽
釆,,,,,,,
采,,,,,,,
釉,,,,,,,
释,,,,,,,
釋,,释,释,释,释,释,释
里,,,,,,,
重,,,,,,,
野,,,,,,,
量,,,,,量.er1,量.er1,
釐,,厘,,厘,厘,厘,厘
金,,,,,,,
釓,,钆,,钆,钆,钆,钆
釔,,钇,,钇,钇,钇,钇
釕,,钌,,钌,钌,钌,钌
釗,,钊,,钊,钊,钊,钊
釘,,钉,,钉,丁,丁,钉
釙,,钋,,钋,钋,钋,钋
釜,,,,,,,
針,,针,,针,针,针,针
釣,,钓,,钓,钓,钓,钓
釤,,钐,,钐,钐,钐,钐
釦,,,,,,,
釧,,钏,,钏,钏,钏,钏
釩,,钒,,钒,钒,钒,钒
釭,,,,,,,
釳,,,,,,,
釵,,钗,,钗,钗,钗,钗
釷,,钍,,钍,钍,钍,钍
釹,,钕,,钕,钕,钕,钕
鈀,,钯,,钯,钯,钯,钯
鈁,,钫,,钫,钫,钫,钫
鈃,,钘,,钘,钘,钘,钘
鈄,,钭,,钭,钭,钭,钭
鈇,,,,,,,
鈉,,钠,,钠,钠,钠,钠
鈍,,钝,,钝,钝,钝,钝
鈎,,钩,,,勾,勾,钩
鈐,,钤,,钤,钤,钤,钤
鈑,,钣,,钣,钣,钣,钣
鈒,,钑,,钑,钑,钑,钑
鈔,,钞,,钞,钞,钞,钞
鈕,,钮,,钮,钮,钮,钮
鈞,,钧,,钧,钧,钧,钧
鈡,,,,,,,
鈣,,钙,,钙,钙,钙,钙
鈥,,钬,,钬,钬,钬,钬
鈦,,钛,,钛,钛,钛,钛
鈧,,钪,,钪,钪,钪,钪
鈮,,铌,,铌,铌,铌,铌
鈰,,铈,,铈,铈,铈,铈
鈲,,,,,,,
鈳,,钶,,钶,钶,钶,钶
鈴,,铃,,铃,铃,铃,铃
鈷,,钴,,钴,钴,钴,钴
鈸,,钹,,钹,钹,钹,钹
鈹,,铍,,铍,铍,铍,铍
鈺,,钰,,钰,钰,钰,钰
鈽,,钸,,钸,钸,钸,钸
鈾,,铀,,铀,铀,铀,铀
鈿,,钿,,钿,钿,钿,钿
鉀,,钾,,钾,钾,钾,钾
鉄,,,,,,,
鉅,,钜,,钜,钜,钜,钜
鉈,,铊,,铊,铊,铊,铊
鉉,,铉,,铉,铉,铉,铉
鉋,,刨,,刨,刨,刨,刨
鉍,,铋,,铋,铋,铋,铋
鉑,,铂,,铂,铂,铂,铂
鉗,,钳,,钳,钳,钳,钳
鉚,,铆,,铆,铆,铆,铆
鉛,,铅,,铅,铅,铅,铅
鉞,,钺,,钺,钺,钺,钺
鉤,,钩,,钩,勾,勾,钩
鉦,,钲,,钲,钲,钲,钲
鉬,,钼,,钼,钼,钼,钼
鉭,,钽,,钽,钽,钽,钽
鉴,,,,,,,
鉶,,铏,,铏,铏,铏,铏
鉸,,铰,,铰,铰,铰,铰
鉺,,铒,,铒,铒,铒,铒
鉻,,铬,,铬,铬,铬,铬
鉼,,,,,,,
鉿,,铪,,铪,铪,铪,铪
銀,,银,,银,银,银,银
銃,,铳,,铳,铳,铳,铳
銅,,铜,,铜,铜,铜,铜
銍,,铚,,铚,铚,铚,铚
銎,,,,,,,
銑,,铣,,铣,铣,铣,铣
銓,,铨,,铨,铨,铨,铨
銖,,铢,,铢,铢,铢,铢
銘,,铭,,铭,铭,铭,铭
銚,,铫,,铫,铫,铫,铫
銛,,铦,,铦,铦,铦,铦
銜,,衔,,衔,衔,衔,衔
銠,,铑,,铑,铑,铑,铑
銣,,铷,,铷,铷,铷,铷
銥,,铱,,铱,铱,铱,铱
銦,,铟,,铟,铟,铟,铟
銨,,铵,,铵,铵,铵,铵
銩,,铥,,铥,铥,铥,铥
銪,,铕,,铕,铕,铕,铕
銫,,铯,,铯,铯,铯,铯
銬,,铐,,铐,铐,铐,铐
銮,,,,,,,
銲,,,,,,,
銳,,锐,,锐,锐,锐,锐
銶,,𨱇,,𨱇,𨱇,𨱇,𨱇
銷,,销,,销,销,销,销
銻,,锑,,锑,锑,锑.er2,锑
銼,,锉,,锉,锉,锉,锉
鋁,,铝,,铝,铝,铝,铝
鋃,,锒,,锒,锒,锒,锒
鋅,,锌,,锌,锌,锌,锌
鋇,,钡,,钡,钡,钡,钡
鋈,,,,,,,
鋉,,,,,,,
鋌,,铤,,铤,铤,铤,铤
鋏,,铗,,铗,铗,铗,铗
鋒,,锋,,锋,锋,夆,锋
鋙,,铻,,铻,铻,铻,铻
鋝,,锊,,锊,锊,锊,锊
鋟,,锓,,锓,锓,锓,锓
鋤,,锄,,锄,锄,𨱄,锄
鋦,,锔,,锔,锔,锔,锔
鋨,,锇,,锇,锇,锇,锇
鋩,,铓,,铓,铓,铓,铓
鋪,,铺,,铺,铺,铺,铺
鋮,,铖,,铖,铖,铖,铖
鋯,,锆,,锆,锆,锆,锆
鋰,,锂,,锂,锂,锂,锂
鋱,,铽,,铽,铽,铽,铽
鋸,,锯,,锯,锯,锯,锯
鋼,,钢,,钢,钢,钢,钢
錁,,锞,,锞,锞,锞,锞
錂,,,,,,,
錄,,录,,录,录,录,录
錆,,锖,,锖,锖,锖,锖
錈,,锩,,锩,锩,锩,锩
錏,,铔,,铔,铔,铔,铔
錐,,锥,,锥,锥,锥.er2,锥
錒,,锕,,锕,锕,锕,锕
錕,,锟,,锟,锟,锟,锟
錘,,锤,,锤,锤,锤,锤
錙,,锱,,锱,锱,锱,锱
錚,,铮,,铮,铮,铮,铮
錛,,锛,,锛,锛,锛,锛
錟,,锬,,锬,锬,锬,锬
錠,,锭,,锭,锭,锭,锭
錡,,锜,,锜,锜,锜,锜
錢,𬌩,钱,銭.sgp,銭.sgp,钱,钱,钱
錦,,锦,,锦,锦,锦,锦
錨,,锚,,锚,锚,锚,锚
錩,,锠,,锠,锠,锠,锠
錫,,锡,,锡,锡.er1,锡.er1,锡
錮,,锢,,锢,锢,锢,锢
錯,,错,,错,错,错,错
錳,,锰,,锰,锰,锰.er2,锰
錶,,表,,表,表,表,表
錸,,铼,,铼,铼,铼,铼
錾,,,,,,,
鍁,,锨,,,锨,㭠,锨
鍆,,钔,,钔,钔,钔,钔
鍇,,锴,,锴,锴,锴,锴
鍊,,炼,,炼,炼,炼,炼
鍋,,锅,,锅,锅,锅,锅
鍍,,镀,,镀,镀,镀,镀
鍔,,锷,,锷,锷,锷,锷
鍘,,铡,,铡,铡,钆,铡
鍚,,钖,,钖,钖,钖,钖
鍛,,锻,,锻,锻,煅,锻
鍠,,锽,,锽,锽,锽,锽
鍤,,锸,,锸,锸,臿.er2,锸
鍥,,锲,,锲,锲,锲,锲
鍪,,,,,,,
鍬,,锹,,锹,锹,𫓱,锹
鍰,,锾,,锾,锾,锾,锾
鍵,,键,,键,键,鋧.er2,键
鍶,,锶,,锶,锶,锶,锶
鍺,,锗,,锗,锗,锗,锗
鍾,,锺,,锺,锺,锺,锺
鎂,,镁,,镁,镁,镁,镁
鎊,,镑,,镑,镑,镑.er2,镑
鎌,,镰,,镰,镰,镰,镰
鎏,,,,,,,
鎔,,镕,,镕,镕,镕,镕
鎖,,锁,,锁,锁,锁,锁
鎗,,,,,,,
鎘,,镉,,镉,镉,镉,镉
鎚,,锤,,锤,锤,锤,锤
鎛,,镈,,镈,镈,镈,镈
鎝,,𨱏,,𨱏,𨱏,𨱏,𨱏
鎡,,镃,,镃,镃,镃,镃
鎢,,钨,,钨,钨,钨,钨
鎣,,蓥,,蓥,蓥,蓥,蓥
鎦,,镏,,镏,镏,溜.er1,镏
鎧,,铠,,铠,铠,铠,铠
鎩,,铩,,铩,铩,铩,铩
鎪,,锼,,锼,锼,锼,锼
鎬,,镐,,镐,镐,镐.er2,镐
鎮,,镇,,镇,镇.er1,镇.er1,镇
鎯,,,,,,,
鎰,,镒,,镒,镒,镒,镒
鎲,,镋,,镋,镋,镋,镋
鎳,,镍,,镍,镍,镍,镍
鎵,,镓,,镓,镓,镓,镓
鎷,,,,,,,
鏃,,镞,,镞,镞,镞,镞
鏇,,镟,,镟,镟,镟,镟
鏈,,链,,链,链,链,链
鏊,,,,,,,
鏌,,镆,,镆,镆,镆,镆
鏍,,镙,,镙,镙,镙,镙
鏐,,镠,,镠,镠,镠,镠
鏑,,镝,,镝,镝,镝.er2,镝
鏖,,,,,,,
鏗,,铿,,铿,铿,铿,铿
鏘,,锵,,锵,锵,锵,锵
鏜,,镗,,镗,镗,坣,镗
鏝,,镘,,镘,镘,镘,镘
鏞,,镛,,镛,镛,镛,镛
鏟,,铲,,铲,铲,铲,铲
鏡,,镜,,镜,镜.er1,镜.er1,镜
鏢,,镖,,镖,镖,镖.er2,镖
鏤,,镂,,镂,镂,镂,镂
鏨,,錾,,錾,錾,錾,錾
鏵,,铧,,铧,铧,铧,铧
鏷,,镤,,镤,镤,镤,镤
鏹,,镪,,镪,镪,镪,镪
鏺,,䥽,,䥽,䥽,䥽,䥽
鏽,,锈,,锈,锈,锈,锈
鐃,,铙,,铙,铙,铙,铙
鐋,,铴,,铴,铴,铴,铴
鐎,,,,,,,
鐏,,𨱔,,𨱔,𨱔,𨱔,𨱔
鐐,,镣,,镣,镣,钌,镣
鐒,,铹,,铹,铹,铹,铹
鐓,,镦,,镦,镦,镦,镦
鐔,,镡,,镡,镡,镡,镡
鐘,鈡,钟,鈡,鈡,钟,钟,钟
鐙,,镫,,镫,镫,镫,镫
鐝,,镢,,,䦆.er1,䦆.er1,镢
鐠,,镨,,镨,镨,镨,镨
鐨,,镄,,镄,镄,镄,镄
鐫,,镌,,镌,镌,镌,镌
鐮,,镰,,镰,镰,连,镰
鐲,,镯,,镯,镯,镯,镯
鐳,,镭,,镭,镭,镭.er2,镭
鐵,鉄,铁,鉄,鉄,铁,铁,铁
鐶,,镮,,镮,镮,镮,镮
鐸,,铎,,铎,铎,铎,铎
鐺,,铛,,铛,铛,铛,铛
鐿,,镱,,镱,镱,镱,镱
鑄,,铸,,铸,铸,铸,铸
鑊,,镬,,镬,镬,镬,镬
鑌,,镔,,镔,镔,镔,镔
鑑,,鉴,,鉴,鉴,鉴,鉴
鑒,,鉴,,鉴,鉴,鉴,鉴
鑕,,锧,,锧,锧,锧,锧
鑞,,镴,,镴,镴,镴,镴
鑠,,铄,,铄,铄,铄,铄
鑣,,镳,,镳,镳,镳,镳
鑤,,,,,,,
鑪,,,,,,,
鑫,,,,,,欣,
鑭,,镧,,镧,镧,镧.er2,镧
鑰,,钥,,钥,钥,钥,钥
鑱,,镵,,镵,镵,镵,镵
鑲,,镶,,镶,镶.er1,镶.er1,镶
鑷,,镊,,镊,镊,镊.er2,镊
鑼,锣,锣,,锣,锣,锣,锣
鑽,,钻,,钻,钻,钻,钻
鑾,,銮,,銮,銮,銮,銮
鑿,,凿,,凿,凿,凿,凿
钁,,䦆,,䦆,䦆.er1,䦆.er1,䦆
钂,,镋,,镋,镋,镋,镋
钆,,,,,,,
钇,,,,,,,
针,,,,,,,
钉,,,,,丁,丁,
钊,,,,,,,
钋,,,,,,,
钌,,,,,,,
钍,,,,,,,
钏,,,,,,,
钐,,,,,,,
钑,,,,,,,
钒,,,,,,,
钓,,,,,,,
钔,,,,,,,
钕,,,,,,,
钖,,,,,,,
钗,,,,,,,
钘,,,,,,,
钙,,,,,,,
钛,,,,,,,
钜,,,,,,,
钝,,,,,,,
钞,,,,,,,
钟,,,,,,,
钠,,,,,,,
钡,,,,,,,
钢,,,,,,,
钣,,,,,,,
钤,,,,,,,
钥,,,,,,,
钦,,,,,,,
钧,,,,,,,
